Number	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	Identifier		C. Width		Tot. Cracks 			L. Average	Slope	Tilt	Ang. Dist.						Max Strain	G. Average
811	2252.789407	0.325520886	0.012479107	6.029949502	40.4349558	22.67248347	25.38526246	126.2742196	0.461377004	19.8081023	0.146616796	2.986295708	76.60883801	15.28128222	6.318377263	32	2	4.0935	9487.8473	2	0	73.48259807	3.04675	0.003215	0.003005	0.000362	0.000869	7.40E-05	0.000875	-0.000101	0.000869	0.000869	0.00186275
812	5263.078287	0.626803132	0.027059315	8.025321594	56.9179431	21.9243348	28.75401225	249.0311816	0.183806124	18.20471102	0.101288117	2.338762387	55.57953044	16.11726375	17.51482303	33	1	12.1989	6074.271	1	0	60.69002375	6.59945	0.002951	0.002801	0.000703	0.001727	4.10E-05	0.001748	0.000268	0.001727	0.001727	0.0020455
813	2753.806252	0.544851524	0.019818313	5.710055282	38.9167949	27.53822223	34.70431482	108.4153634	0.396179761	15.75423563	0.125374899	2.692643606	41.56359312	12.63327141	4.13792685	34	1	7.5323	-9500.2011	1	0	25.56654894	4.26615	0.002707	0.002528	0.00054	0.001642	-9.00E-06	0.001663	0.000262	0.001642	0.001642	0.00185425
814	1900.196975	0.236567404	0.011786344	11.54617519	59.91226859	16.12795376	23.93574285	146.7257419	0.151338549	13.48172228	0.163267502	2.996517872	47.36259224	14.01241118	3.127087513	36	7	10.1335	3352.0381	9	0	55.61786803	9.56675	0.004147	0.004018	0.000569	0.002145	0.000655	0.002148	9.30E-05	0.002145	0.002145	0.00271975
815	4171.583069	0.427096925	0.017627832	10.03471219	45.95195239	0.585332374	14.92774413	123.5400073	0.388501053	18.57414633	0.299294073	2.586080425	32.45343834	15.6158431	7.122080069	37	3	9.7154	-6157.2049	5	0	36.6069805	7.3577	0.002849	0.002841	0.000422	0.000583	0.001952	0.001959	-0.00017	0.001952	0.001952	0.002016
816	2903.042826	0.614075929	0.028172689	7.683689131	46.0552302	18.95021952	13.71783866	132.3754143	0.158481304	18.95960311	0.296285306	3.375856174	43.39808456	14.77323066	8.279405803	38	2	8.7517	-2043.6943	2	0	45.54803445	5.37585	0.003406	0.003355	0.000548	4.00E-06	0.00159	0.001592	8.10E-05	0.00159	0.00159	0.00222475
817	8400.059094	1.033138039	0.022957558	4.18094975	59.57994168	20.95339945	31.48653429	242.0643449	0.12006944	18.3622855	0.268431262	2.340334113	36.3165844	16.21048614	22.17180904	39	1	8.1585	3802.4342	2	0	56.3949991	5.07925	0.003185	0.002899	0.000857	0.001104	7.40E-05	0.001108	9.00E-05	0.001104	0.001104	0.00201125
818	4234.994668	0.505784047	0.0169285	11.83091375	42.40944857	8.701896131	26.24139871	163.1560204	0.126847522	19.59293315	0.117982043	2.527269446	42.76371814	16.94159006	6.868578189	40	1	3.539	7815.1188	1	0	68.49117125	2.2695	0.002992	0.002957	4.40E-05	0.000677	4.00E-06	0.00068	-5.90E-05	0.000677	0.000677	0.0016675
819	4052.216739	0.474418051	0.022513312	11.65493383	44.6672006	18.384989	39.36339912	195.7857474	0.219838868	20.36337658	0.071336379	3.255153839	47.55893646	15.63340587	6.15808048	41	4	10.518	-1277.1948	4	0	47.16595597	7.259	0.002696	0.002587	0.000379	0.001811	-6.00E-06	0.001813	9.20E-05	0.001811	0.001811	0.00186825
820	3823.676694	0.388981262	0.008498599	8.829967764	42.2770202	19.03537214	24.1700538	113.1067684	0.287769572	19.07266556	0.332234155	3.07006994	69.58205382	11.07920258	10.23984275	42	0	0	0	0	0	0	0	0.001664	0.001637	6.70E-05	6.80E-05	6.00E-06	7.40E-05	6.70E-05	3.20E-05	6.80E-05	0.000859
821	2432.695539	0.455561187	0.015376497	5.200845367	55.83421208	16.95761062	35.74215268	187.4996736	0.105521409	15.02064337	0.266450768	2.683688948	44.74031619	16.09442012	5.359697234	43	12	6.4201	-3022.5111	16	0	44.60483544	11.21005	0.005539	0.005495	0.000861	0.001529	1.30E-05	0.001529	1.90E-05	0.001529	0.001529	0.003356
822	2923.483438	0.386459897	0.012975804	9.671207234	42.53517274	20.48315027	28.91468798	192.1841443	0.37630022	13.93046379	0.066681309	3.5062392	49.57164117	11.74216587	7.154157454	44	3	12.3167	-1635.2386	3	0	46.187207	7.65835	0.004012	0.003763	0.000569	0.002248	-3.00E-06	0.002256	-0.000195	0.002248	0.002248	0.002648
823	2319.052063	0.298112154	0.012573109	5.99269984	57.1375007	28.68838329	18.76946861	193.3195432	0.2733879	15.06827929	0.310235232	2.415790398	24.90360123	13.19915177	5.759812274	45	2	9.0545	6339.48	10	0	61.08088591	9.52725	0.003181	0.002856	0.001298	0.001235	0.001605	0.001605	0	0.001605	0.001605	0.002235
824	7770.519501	0.832338541	0.028614206	8.325547275	50.27878615	23.53593379	29.67380066	155.4638778	0.285068308	15.10630496	0.207600589	3.52601685	27.5476517	14.20460607	14.93310834	46	3	20.8173	1135.2237	4	0	52.28385932	12.40865	0.004697	0.004472	0.0008	0.00361	-4.00E-06	0.003628	-0.000357	0.00361	0.00361	0.00339475
825	5487.140991	0.824455502	0.023986065	11.76020201	54.76847794	26.95028064	34.54609351	198.9464648	0.221648884	19.33330632	0.295770735	4.767073265	35.51884197	12.68548827	9.718914495	47	1	2.6929	9831.943	1	0	67.97357679	1.84645	0.003252	0.002635	0.000623	0.0004	-8.00E-06	0.000782	-0.000782	-1.00E-05	0.0004	0.0017275
826	7382.634677	0.743557884	0.016300966	11.51274527	45.09840122	26.8977469	26.24341189	244.4828201	0.361161746	18.60926537	0.308823135	3.048408604	49.36252985	11.13542036	14.77101723	48	0	0	0	0	0	0	0	0.001727	0.001655	9.20E-05	6.10E-05	0	0.000192	-0.000192	-7.00E-06	6.10E-05	0.00088375
827	3076.715179	0.532698559	0.023056997	4.988718301	47.56294741	6.608777479	18.60232551	224.7206988	0.11478235	17.99119696	0.055788718	3.871197661	43.41694788	14.02365538	4.914230727	49	1	6.6854	11853.2174	7	0	74.90964974	6.8427	0.004058	0.003934	0.001115	0.00121	0.001349	0.001356	-0.000135	0.001349	0.001349	0.002614
828	2501.28512	0.264596933	0.011185282	10.26120927	51.01701101	12.84713861	31.22130543	213.2790501	0.195714675	17.2313934	0.263045735	3.037869676	37.48410646	11.06442079	5.909930608	50	3	4.9276	6955.5174	3	0	63.62136878	3.9638	0.002098	0.002047	0.000388	0.001182	3.00E-06	0.001185	7.70E-05	0.001182	0.001182	0.00142875
829	1726.856992	0.383540633	0.016241803	5.26236311	39.26129541	27.53627603	15.03318116	235.9799061	0.402711697	14.75436249	0.243599614	4.162591045	23.97810822	12.68077586	2.780650812	51	7	7.8581	-7210.5216	8	0	31.60680265	7.92905	0.005549	0.004983	0.001287	0.001096	0.002121	0.002159	-0.000406	0.002121	0.002121	0.003485
830	5067.852939	0.708264995	0.022230325	6.156959696	46.32139166	5.100644779	11.81570162	178.3590698	0.466039965	14.84685362	0.347576187	2.980966486	52.10498571	12.68365409	10.93647843	52	9	6.65	-10721.6858	11	0	26.89318051	8.825	0.003579	0.003384	0.001308	0.000758	0.002794	0.002827	-0.000435	0.002794	0.002794	0.00276625
831	6083.439155	0.86318923	0.026900575	9.901556072	59.17094608	14.56902208	7.555370882	206.2211642	0.279853479	15.98439631	0.02751547	3.018495594	32.97008406	12.98679413	9.760936701	53	12	10.9745	-1436.5956	12	0	47.57245264	11.48725	0.002971	0.002941	0.001103	-1.00E-06	0.002626	0.002627	-5.80E-05	0.002626	0.002626	0.00241025
832	7195.513517	0.797919288	0.022010992	3.249867581	42.11791161	25.07863439	18.16652763	158.1500832	0.455297922	15.76249798	0.334379385	2.36897498	40.7717426	15.61038842	12.79568427	54	6	2.5693	-13386.7059	7	0	18.25861978	4.78465	0.004282	0.003547	0.000883	0.000469	0.000771	0.000953	-0.000952	5.00E-05	0.000771	0.00237075
833	6548.297699	0.776312886	0.02216452	7.19962269	45.96987896	0.40086439	8.119467731	132.5630408	0.338214103	16.41252451	0.191133492	4.654648769	37.51229426	12.26613254	19.5528609	55	3	11.5824	-5570.1392	14	0	37.92260978	12.7912	0.004201	0.004179	0.001039	0.003496	0.005406	0.005428	-0.00049	0.005406	0.005406	0.00370625
834	7147.38246	0.819800615	0.028687041	7.611507565	54.86001757	3.820286221	11.189838	161.3967902	0.100258872	20.23608213	0.274145014	4.661157707	53.36257891	14.33534947	12.8339866	56	9	8.7936	141.0862	9	0	50.24988794	8.8968	0.003924	0.003902	0.000755	-7.00E-06	0.001526	0.00156	0.000327	0.001526	0.001526	0.00252675
835	1808.717777	0.235669726	0.009335011	3.988204335	45.42381266	13.68373866	16.90466752	156.9141404	0.399323279	20.25693783	0.27658238	2.817973402	77.1381549	13.18156254	3.163688318	57	5	2.3929	-10542.6105	6	0	26.8315327	4.19645	0.00223	0.002156	0.000683	0.000117	0.000616	0.000697	0.000683	0.000141	0.000616	0.00142125
836	4748.39414	0.507107181	0.014875177	11.22346033	46.90298847	23.40363486	13.04821101	207.5797085	0.468715388	19.42681277	0.090801043	3.312929379	63.97175312	13.29743037	9.276235541	58	7	9.9092	-1780.9801	7	0	46.19327924	8.4546	0.002705	0.002651	0.000391	0	0.002025	0.002025	1.30E-05	0.002025	0.002025	0.001943
837	7379.955418	0.870745855	0.023360702	11.966895	40.47089741	0.302292393	33.51202621	237.4531996	0.310615945	19.28668489	0.341864349	2.427812265	33.68739926	12.96862305	15.77982631	59	0	0	0	0	0	0	0	0.001461	0.001418	6.60E-05	9.30E-05	-2.00E-06	9.40E-05	1.60E-05	9.30E-05	9.30E-05	0.0007595
838	1018.95233	0.203894116	0.009637674	10.21674399	39.36328202	27.00022062	21.79216665	209.0789852	0.403538045	10.30777482	0.168692261	3.175415977	37.19027969	11.08718893	1.882177892	60	1	45.6222	858.7849	1	0	52.22079542	23.3111	0.005989	0.00559	0.00127	0.009167	1.00E-06	0.009197	-0.000749	0.009167	0.009167	0.005504
839	4388.974002	0.500525784	0.016646715	6.086481866	58.24388804	22.4161183	8.721131225	164.0555	0.161203576	19.30607019	0.084773816	2.785483043	61.46223736	11.2974117	11.32466127	61	8	4.2623	-8093.7663	8	0	36.11564706	6.13115	0.001651	0.001602	0.000751	2.40E-05	0.001025	0.001038	-0.000166	0.001025	0.001025	0.00125725
840	4696.331009	0.801356053	0.024297837	8.989269631	37.94312667	12.06014846	33.15432116	175.8461989	0.248394171	16.79219836	0.204333488	3.455296896	33.06977635	15.17942587	6.98937436	62	5	6.0477	-536.6474	5	0	48.62241846	5.52385	0.003704	0.00363	0.000471	0.001285	-7.00E-06	0.001323	0.000343	0.001278	0.001285	0.0022725
841	6561.845569	0.95641372	0.028301522	6.043090473	55.43257502	0.175334009	41.63861907	149.800574	0.233536354	19.67590927	0.305287862	2.634060322	36.77446851	14.36250135	15.1286578	63	2	13.3393	-2229.3794	3	0	45.99071722	8.16965	0.002334	0.002294	0.000466	0.002037	0.001013	0.002043	0.000155	0.002037	0.002037	0.00178275
842	7670.628373	0.984570723	0.027767303	10.84140587	39.79170516	11.56239567	17.7436566	159.3871911	0.406814271	19.31557623	0.109836254	3.061930414	76.85837815	12.0142404	15.16644605	64	0	0	0	0	0	0	0	0.001869	0.001859	4.10E-05	-1.00E-06	5.30E-05	5.80E-05	-4.60E-05	3.60E-05	5.30E-05	0.0009555
843	1928.68073	0.20841926	0.004767531	5.897625254	42.95487191	20.32025614	15.22179578	165.736085	0.284623666	18.07113449	0.29174238	4.520369696	37.26088942	13.11064255	4.498321749	65	15	4.9185	-12383.3504	18	0	21.12404432	11.45925	0.004194	0.003951	0.000981	0.000467	0.001499	0.001512	-0.000202	0.001499	0.001499	0.00265625
844	2295.827611	0.247849928	0.005260244	7.619848454	54.72350598	6.844935939	20.79344657	248.8367224	0.209113223	19.56192854	0.234086151	4.06454681	32.71732315	13.12908308	6.395087038	66	8	6.4888	-14478.7269	12	0	23.56874604	9.2444	0.003108	0.003047	0.000951	0.000707	0.001464	0.001471	-0.000151	0.001464	0.001464	0.0021425
845	4365.279556	0.654237606	0.023257507	9.111550831	40.28256918	20.31454961	14.48380741	137.7456754	0.459864711	15.90852466	0.284476541	4.653081244	46.00239037	11.41699262	13.4394454	67	4	7.4205	-11324.4073	4	0	21.8504707	5.71025	0.003809	0.003709	0.000348	3.50E-05	0.001608	0.001619	-0.000195	0.001608	0.001608	0.0023685
846	3014.676564	0.40764927	0.018096964	8.152978116	47.84081582	14.83028769	28.32518804	184.5074679	0.186506795	20.33039354	0.10755441	3.424431144	40.57463783	14.65669758	4.357619815	68	3	4.839	4933.0947	3	0	60.34358306	3.9195	0.003005	0.002926	0.000463	0.000974	2.00E-05	0.000985	0.00015	0.000974	0.000974	0.001842
847	3141.514758	0.464505478	0.015053	9.227976196	50.694844	12.80926997	34.38151787	135.5180088	0.201173989	19.31149039	0.072543075	3.253535006	59.32160817	13.55733801	10.37794036	69	4	4.011	4326.2479	4	0	58.53914447	4.0055	0.002701	0.002637	0.000395	0.001046	-6.00E-06	0.001046	-1.00E-05	0.001046	0.001046	0.00169475
848	7907.916327	0.875865378	0.019282953	9.651555652	59.76724446	3.199804018	18.50629872	176.3376675	0.367168954	20.33848055	0.151028447	3.462697851	67.88355498	16.70793671	17.19478526	70	6	8.1336	-15611.0275	7	0	23.90977605	7.5668	0.003409	0.003322	0.000503	0.000252	0.001103	0.001146	-0.00031	0.001103	0.001103	0.00208425
849	2455.296376	0.365950172	0.01236536	10.95010079	43.43138872	7.022942581	30.85197927	224.261935	0.379326592	17.33436516	0.202024443	2.498702763	42.05442108	15.80177823	3.569931635	71	4	13.901	-314.3936	5	0	49.30609151	9.4505	0.003543	0.003581	0.000542	0.002552	1.30E-05	0.002573	0.000325	0.002552	0.002552	0.0025545
850	6547.389484	0.701250488	0.024409121	10.17695298	44.31325141	2.423325031	19.95420184	163.6447942	0.212763031	12.41553682	0.087397404	2.828541919	25.96817648	11.06038682	9.996157863	72	2	7.7305	1432.2971	4	0	53.26130219	5.86525	0.002817	0.002796	0.000246	0.002505	0.001223	0.002505	8.00E-06	0.002505	0.002505	0.002091
851	1346.852069	0.158390623	0.004742114	8.66418616	37.71102822	20.62141478	16.10823494	209.9936744	0.48640153	13.09407811	0.251156023	2.878460812	31.65072263	12.58104021	3.563819027	73	6	8.8885	10274.2904	18	0	77.31212187	13.44425	0.004842	0.004381	0.001401	0.002251	0.003003	0.003026	-0.000375	0.003003	0.003003	0.00340675
852	6423.288548	0.828391461	0.021090593	3.708435411	44.31235711	6.589973008	9.864350514	185.5177256	0.315823293	19.68018514	0.080536601	2.305527307	69.98173405	14.2148301	14.09737761	74	4	2.9917	-2228.4587	4	0	44.96660298	3.49585	0.002201	0.002169	0.000406	1.30E-05	0.00076	0.000811	0.000283	0.00076	0.00076	0.001384
853	5369.496001	0.574539809	0.019130297	3.384834148	40.87658897	1.121684274	9.3521825	219.5750476	0.40390347	19.85573975	0.069383198	3.435214694	46.22342967	11.7869844	9.056339584	75	4	5.0474	-7394.152	8	0	31.95150787	6.5237	0.002259	0.00224	0.000424	0.00033	0.001204	0.001209	-0.000111	0.001204	0.001204	0.00153175
854	4451.38449	0.54266427	0.015782684	9.180240963	37.83527992	8.313083149	22.9074794	224.5237248	0.181588574	16.5551223	0.221678678	4.507351975	51.60235717	12.66902241	10.85516672	76	4	2.8277	-761.8929	4	0	48.03216742	3.41385	0.004232	0.004206	0.000297	0.001112	3.00E-06	0.001116	9.70E-05	0.001112	0.001112	0.00246175
855	4305.705912	0.642824316	0.019498389	11.63567366	51.11548592	15.78800211	11.15778602	162.7200589	0.404451535	14.84751856	0.279581765	2.429059071	52.38467507	13.10964921	10.96567465	77	6	9.2312	-13435.9354	6	0	23.71214362	7.6156	0.00266	0.002627	0.000415	0	0.001646	0.001657	-0.00019	0.001646	0.001646	0.001837
856	5498.711836	0.630005305	0.018109264	3.341517861	58.60595235	8.275818454	29.39951671	114.7925462	0.13526751	20.24887544	0.14535753	4.052929146	65.79936226	11.71478567	11.46456397	78	3	2.2786	10017.0049	6	0	67.08845339	4.1393	0.002406	0.002385	0.000683	0.00034	0.00019	0.000688	0.000683	7.90E-05	0.00034	0.0014535
857	4626.776403	0.603730993	0.026651132	10.67292643	41.74664103	24.71309974	5.999257635	181.6835403	0.397613145	13.68340646	0.192901076	3.40335944	48.50891432	13.43604241	15.05644819	79	12	15.7062	-5993.616	12	0	35.67102175	13.8531	0.004823	0.004675	0.001246	1.70E-05	0.004739	0.00474	8.00E-05	0.004739	0.004739	0.00387075
858	5223.622073	0.847827963	0.025802797	6.742696572	48.87471367	26.31557234	24.5195722	242.586922	0.241553537	14.11225096	0.08936995	2.762114053	22.61435153	13.02560546	7.731622347	80	3	5.0742	1695.2409	4	0	53.49148504	4.5371	0.003713	0.00342	0.000419	0.001166	1.20E-05	0.001304	-0.001256	0.000353	0.001166	0.0021795
859	3158.103725	0.469600101	0.016666681	11.0911646	39.60791286	14.210225	17.95336588	126.2942105	0.437042181	10.9852306	0.062870325	2.504081762	31.83803159	13.99136649	6.699639992	81	5	12.7388	8173.5567	6	0	70.7068618	9.3694	0.005462	0.005377	0.000412	0.003313	0.000146	0.003338	-0.000403	0.003313	0.003313	0.003641
860	5422.859963	0.718637039	0.029112007	6.69180389	55.64176414	9.225437122	32.06930427	110.9104283	0.219090322	18.92031801	0.051220309	4.77723747	67.94483054	12.17968258	14.14274674	82	8	3.1964	-1279.404	8	0	47.71425709	5.5982	0.003302	0.003284	0.000573	0.000838	2.00E-06	0.00085	0.000141	0.000838	0.000838	0.00199925
861	4636.837384	0.665439174	0.026511893	3.380077303	46.256085	26.14382127	25.70929033	164.5166269	0.279599036	20.23724382	0.347629792	2.399327291	36.46735528	12.42072123	7.023595076	83	0	0	0	0	0	0	0	0.001652	0.001504	0.000245	9.20E-05	4.00E-05	0.000246	0.000245	2.10E-05	9.20E-05	0.00087325
862	4566.086822	0.746282178	0.024217674	6.530117264	41.66933475	25.37959274	36.00735907	234.8949764	0.175574542	19.5259754	0.255028675	4.70893806	43.5156967	13.00669023	9.529434238	84	1	0	6905.2648	1	0	66.59707314	0.5	0.003608	0.00268	0.000931	0.00013	-7.00E-06	0.000931	0.000931	-1.70E-05	0.00013	0.00183725
863	5656.971309	0.616982275	0.025163975	10.7824453	44.70690209	18.28759496	15.98248128	221.8502028	0.434797955	12.99786794	0.149164239	2.300403179	35.73763243	16.25765664	13.11365288	85	3	9.4504	-9824.0772	4	0	27.95437477	6.7252	0.004625	0.004407	0.000596	0.001633	0.002199	0.002234	0.000396	0.002199	0.002199	0.00295675
864	2146.365638	0.4955555	0.022703038	10.90887465	54.22984351	17.90924411	15.90196231	179.0798689	0.101579506	18.66820498	0.200387651	3.467429226	36.98891138	15.59944124	3.962711635	86	7	9.7058	-14738.782	7	0	22.82913016	8.3529	0.003694	0.00358	0.000509	7.70E-05	0.001639	0.001673	-0.000334	0.001639	0.001639	0.0023555
865	2980.004923	0.577110368	0.020517629	7.29702348	41.12572191	0.749768338	20.05482122	118.2685165	0.340006264	19.22746578	0.022047283	3.818434253	36.75694719	15.01904764	8.225847542	87	1	10.9122	-8170.7141	2	0	30.11501018	6.4561	0.003791	0.00372	0.000212	0.001248	0.002137	0.002138	3.90E-05	0.002137	0.002137	0.002465
866	5899.292052	0.626640854	0.022729827	6.58341515	53.0909109	13.90637052	26.77853251	238.1582152	0.343819853	14.73506301	0.22984827	3.588666084	52.9790387	13.71626625	14.36522827	88	6	8.907	2265.5059	7	0	54.28646743	7.9535	0.004943	0.004776	0.001232	0.001719	6.30E-05	0.001739	0.000265	0.001719	0.001719	0.0031675
867	5721.500776	0.607125268	0.022414619	11.90569154	46.82751053	21.25767281	15.23110596	223.350045	0.238800501	15.67421587	0.305812884	4.299353154	32.22058956	12.11486856	10.0606591	89	7	4.7355	-1249.8013	7	0	47.30346321	5.86775	0.003459	0.003409	0.000208	2.00E-06	0.000991	0.000994	8.10E-05	0.000991	0.000991	0.00201675
868	1963.62849	0.230586147	0.005811211	8.774207985	52.54197571	26.49050905	10.6069776	176.8316601	0.381694255	16.02250564	0.150027407	4.46753891	50.38588407	12.12703787	5.016834059	90	20	8.5554	-9668.5606	20	0	31.60624941	14.2777	0.004234	0.00376	0.00119	6.70E-05	0.002871	0.002897	-0.000385	0.002871	0.002871	0.00301375
869	2065.443277	0.220979001	0.006840583	6.886026235	38.05235975	11.74046821	20.02186387	138.6418931	0.199681995	11.61468864	0.016875032	3.135377905	24.41760117	12.09875421	3.170372599	91	5	7.6048	7302.1912	6	0	69.24634579	6.8024	0.005294	0.005236	0.000562	0.002261	1.10E-05	0.00227	-0.000195	0.002261	0.002261	0.00333825
870	4473.351763	0.531804159	0.011492801	3.855989637	59.80297436	24.22353181	25.31810271	114.202324	0.422181901	16.50609025	0.204535276	3.060751698	40.62391056	14.07301705	7.293348837	92	5	4.0816	3801.505	17	0	56.35420544	10.5408	0.003889	0.003659	0.001539	0.00082	0.001102	0.001563	0.001539	0.000272	0.001102	0.00254725
871	5000.122234	0.749803401	0.025625631	5.066422499	45.26125763	3.274754165	11.0198177	237.3832593	0.147407191	20.35500242	0.319017048	3.66250155	38.56961173	14.82425652	10.65059693	94	8	5.5313	-9581.6816	10	0	28.86477049	7.76565	0.003559	0.003544	0.000574	1.10E-05	0.00157	0.001623	0.000412	0.00157	0.00157	0.00231175
872	3186.279754	0.676659879	0.02628227	4.70637177	56.00068623	23.75231053	19.86531992	230.7958634	0.270010884	16.13846583	0.140820033	3.432389031	36.18954299	14.57059519	4.712628712	95	8	9.957	-17984.2828	11	0	17.89749705	10.4785	0.005024	0.004431	0.002059	0.001375	0.001889	0.002085	0.002059	0.00033	0.001889	0.00335075
873	6958.646621	0.884807797	0.027350993	9.994962469	56.4256484	2.980055057	19.38172853	212.8475035	0.281129077	19.60067086	0.251007085	2.590030089	36.06312723	11.96669535	14.44537344	96	2	2.6161	-14738.8992	2	0	23.8382693	2.30805	0.001399	0.001358	0.000135	3.10E-05	0.000394	0.000408	-0.000107	0.000394	0.000394	0.0008215
874	6101.984254	0.831421475	0.02486406	8.652901313	46.35862005	26.54319556	33.58732025	202.822756	0.109715937	15.05153912	0.008149477	3.424738861	25.97310602	14.16961622	10.09391413	97	2	4.7878	9137.6391	2	0	69.7212454	3.3939	0.00399	0.002647	0.001351	0.000808	-7.00E-06	0.001351	0.001351	-1.50E-05	0.000808	0.002199
875	4973.754647	0.684301863	0.020891315	4.559283183	52.75270986	3.165973088	16.74627865	116.2741825	0.364115659	16.66513045	0.260672303	4.849028749	27.95991039	11.60751287	11.46611506	98	6	5.0927	-13169.8246	9	0	25.00417706	7.04635	0.003993	0.003895	0.001387	0.001016	0.00153	0.001672	0.000675	0.00153	0.00153	0.00270125
876	1318.207008	0.219093062	0.008665595	11.05566875	54.59632321	3.33231964	24.20231671	117.0862075	0.319189263	14.36772547	0.161606309	3.273645307	42.73237914	13.75489223	3.307662091	99	4	17.9554	7558.303	5	0	63.85898037	11.4777	0.004264	0.003989	0.000916	0.00362	0.000526	0.003635	-0.000323	0.00362	0.00362	0.00319725
877	1932.423615	0.372157375	0.017402905	9.001372838	55.12285089	9.424796337	16.21314789	203.7459855	0.165918377	11.47992791	0.114288389	3.792453734	25.79775714	11.97951352	5.172500103	0	11	16.0513	-8862.3461	15	0	33.94367217	15.52565	0.005224	0.005026	0.002308	0.002337	0.003271	0.003275	-0.00018	0.003271	0.003271	0.00395725
878	4895.159509	0.55164532	0.012147641	9.04701229	55.30393312	10.32039062	25.51053071	126.9485409	0.363486939	16.48085779	0.074462157	3.120747409	34.98534517	14.18126157	7.853171788	1	4	5.0135	4932.5147	4	0	58.93557297	4.50675	0.003405	0.003328	0.000571	0.000931	3.90E-05	0.000943	0.000153	0.000931	0.000931	0.00205875
879	5020.437521	0.539965414	0.023962077	7.776463741	43.19538522	20.77758177	10.51800347	138.8378481	0.417644592	18.4219476	0.0456153	3.289043518	34.34823965	14.27462132	8.249483119	2	8	6.8425	-469.0944	8	0	48.90346561	7.42125	0.003477	0.003424	0.000444	-4.00E-06	0.001962	0.001964	9.50E-05	0.001962	0.001962	0.00232675
880	4573.4068	0.613303764	0.015514623	5.961607307	46.08182308	10.94501721	10.8565573	174.0198923	0.203163091	18.05477263	0.111296164	2.859900239	38.04422663	11.88778451	11.68944402	3	10	4.4431	-3715.0866	11	0	41.92757499	7.72155	0.002144	0.002119	0.000646	1.20E-05	0.001048	0.001078	0.000256	0.001048	0.001048	0.00148925
881	6104.5262	0.640693955	0.014855973	8.250222075	52.08467508	11.56041361	28.45094887	226.1697002	0.138668834	16.72655797	0.23786803	2.896394541	62.82371087	14.88625442	13.42644789	4	7	6.3184	7038.6971	8	0	63.51098966	7.1592	0.003651	0.00362	0.000593	0.001301	2.80E-05	0.001301	-2.20E-05	0.001301	0.001301	0.00229125
882	4394.516245	0.649205912	0.023232035	9.526009412	55.13437535	26.44574326	37.61910213	160.8682517	0.366659119	11.82271326	0.142905157	2.715546774	45.46535713	13.55700164	8.999473645	5	1	22.1785	-7751.8676	1	0	35.95831966	11.58925	0.003789	0.002784	0.001076	0.003001	-7.00E-06	0.00309	0.000737	0.003001	0.003001	0.0026625
883	4915.308293	0.498203052	0.024386729	6.062125767	49.45861781	23.24239078	34.65745777	172.3967628	0.333139221	14.21009876	0.131204393	2.767445622	35.68035591	14.22778036	12.43584476	6	6	9.1417	-5039.7857	6	0	39.84543744	7.57085	0.004428	0.004307	0.000724	0.001959	-1.10E-05	0.001962	-9.80E-05	0.001959	0.001959	0.0028545
884	2474.957639	0.323057194	0.012307782	7.622431625	43.21403369	3.696467843	12.55435326	214.7354264	0.325710897	16.46864224	0.163128825	3.055500335	49.83808314	14.56420625	4.764472902	7	8	7.7382	-7037.5274	8	0	33.71654927	7.8691	0.003984	0.003869	0.000846	7.30E-05	0.002005	0.002008	0.000106	0.002005	0.002005	0.002676
885	4125.545441	0.536093851	0.020643639	8.556546408	50.44538153	19.10003029	21.93043169	166.7270058	0.281220821	18.41980291	0.30249632	3.060887292	31.78249952	16.93814417	8.03482863	8	2	4.2153	-12455.859	6	0	25.26421831	5.10765	0.003975	0.003838	0.000407	0.0009	0.000707	0.000912	-0.000148	0.0009	0.0009	0.00228
886	4067.505446	0.534960696	0.024459532	8.0839785	43.63329953	3.432523715	40.00348895	155.2909687	0.470334039	18.0124893	0.079801944	3.209272834	49.27817965	14.96989447	8.816647491	9	3	9.4961	-8107.6412	3	0	31.42141923	6.24805	0.003321	0.003241	0.000609	0.001702	-8.00E-06	0.001702	2.70E-05	0.001702	0.001702	0.00221825
887	2645.182091	0.388400002	0.018251777	9.7757542	50.61804856	0.547819432	16.39164634	218.0909896	0.434000012	17.58348238	0.081469123	3.418469371	33.96923301	14.73741622	6.358803999	10	6	19.5752	-9922.6183	10	0	30.39600546	14.7876	0.003968	0.003877	0.000994	0.002364	0.004123	0.004124	7.40E-05	0.004123	0.004123	0.0032405
888	6200.278429	0.823464038	0.025778194	8.074878759	42.66488408	27.30141419	12.65837099	113.0851367	0.159075756	17.94323496	0.059765408	2.84665374	31.63561423	12.61751045	17.91972481	11	0	0	0	0	0	0	0	0.002172	0.002071	0.000143	1.60E-05	9.80E-05	0.000566	-0.000566	1.80E-05	9.80E-05	0.001121
889	2251.701639	0.571774914	0.02806118	6.655254677	53.59123295	22.63742736	37.13429544	112.8137639	0.458049571	13.54194012	0.198550625	3.764742093	29.12701895	12.73843049	6.129069303	12	3	16.5142	-8269.1944	3	0	34.59119678	9.7571	0.005659	0.005501	0.000901	0.002409	0	0.002572	0.000901	0.002409	0.002409	0.0036175
