Number	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	Identifier		C. Width		Tot. Cracks 			L. Average	Slope	Tilt	Ang. Dist.						Max Strain	G. Average
277	3753.939274	0.606306448	0.023675942	18.11534498	59.58183247	18.73891129	25.42818086	158.770271	0.469149932	13.15133755	0.164637315	0.419527356	21.69701181	13.0095641	7.82469043	284	0	0	0	0	0	0	0	0.000517	0.00046	8.10E-05	0.000101	1.20E-05	0.00011	-9.30E-05	5.80E-05	0.000101	0.00028975
278	5760.512451	0.761505635	0.027699773	18.15549296	20.14582435	18.85085228	13.87863196	80.21255383	0.265911996	20.75564997	0.335023189	0.79589289	68.76400138	15.58325926	16.87760694	285	0	0	0	0	0	0	0	0.00072	0.000715	1.50E-05	0	1.20E-05	1.90E-05	-1.80E-05	7.00E-06	1.20E-05	0.0003655
279	4528.981248	0.502199871	0.012090388	13.57243865	33.3264641	11.79157188	10.59372146	113.5549376	0.450662003	17.11166776	0.179918152	4.265333691	29.40158162	12.6137863	7.992871331	286	3	5.7271	2428.3613	3	0	57.24541779	4.36355	0.003292	0.003244	0.000207	-2.00E-06	0.0014	0.001402	6.20E-05	0.0014	0.0014	0.00203575
280	4570.364058	0.526015086	0.016422074	14.92054197	48.01655289	12.46180629	17.89508629	33.58218203	0.45579931	8.234537292	0.492989136	4.724512773	15.13264661	6.355941788	13.98461034	287	2	4.1559	10051.4421	2	0	70.98667581	3.07795	0.002117	0.002072	8.00E-05	0.000673	6.00E-06	0.000674	-3.30E-05	0.000673	0.000673	0.0012355
281	4636.451979	0.496570095	0.016678848	12.26206681	28.62740469	17.10460224	12.52990646	158.3441347	0.229608821	28.58190258	0.098421083	3.07041973	57.48678974	8.735448228	10.46826352	288	0	0	0	0	0	0	0	0.000349	0.000347	6.00E-06	-1.00E-06	1.40E-05	1.50E-05	4.00E-06	1.40E-05	1.40E-05	0.000179
282	2197.274118	0.395471943	0.017463363	5.538298844	53.05419906	29.48076107	11.00069258	219.2273168	0.370522213	38.3812792	0.368162147	2.56317101	82.38564477	8.256215846	4.501905278	289	0	0	0	0	0	0	0	0.000215	0.000206	3.30E-05	-1.00E-06	2.60E-05	3.80E-05	3.30E-05	1.90E-05	2.60E-05	0.00012
283	6607.995075	0.743977602	0.023680505	13.48629732	42.94659012	15.03477447	2.533884759	49.77325801	0.198901717	40.36045935	0.262031321	1.459494915	82.27800964	12.79731089	14.59628593	290	0	0	0	0	0	0	0	3.60E-05	3.80E-05	6.00E-06	0	9.00E-06	9.00E-06	6.00E-06	6.00E-06	9.00E-06	2.23E-05
284	2120.026771	0.240683732	0.004805302	8.966615308	36.80718838	12.38956262	2.061965572	113.1535767	0.299433755	8.865690672	0.343486572	3.062916641	17.16587695	6.258696695	6.975396843	291	12	5.0164	311.7595	12	0	50.8460781	8.5082	0.001667	0.001639	0.000527	-5.00E-06	0.001563	0.001575	0.00019	0.001563	0.001563	0.001349
285	6387.56726	0.764925905	0.026888844	6.012381129	14.43120761	10.28363413	12.24264355	43.26996775	0.466465848	17.00426141	0.510471814	3.360241979	45.91269164	8.52706918	13.9167503	292	0	0	0	0	0	0	0	0.001403	0.0014	4.00E-06	0	6.00E-06	9.00E-06	-8.00E-06	5.00E-06	6.00E-06	0.00070325
286	5401.43112	0.664993269	0.026907258	4.38562263	11.11360212	13.02231383	16.44161174	206.7817301	0.339762746	27.1333502	0.016700048	2.434340011	66.49228047	9.364285655	9.777272496	293	0	0	0	0	0	0	0	0.000441	0.00044	3.00E-06	0	4.00E-06	5.00E-06	-2.00E-06	4.00E-06	4.00E-06	0.000222
287	5213.299897	0.656869654	0.021881231	11.47410436	53.09751945	29.97117737	39.32380949	182.4676157	0.359437489	17.89823114	0.376105423	4.113466029	36.43415951	14.04481222	8.464521053	294	2	10.6862	-7889.8185	2	0	35.15195501	6.3431	0.003683	0.003115	0.00085	0.002504	-8.00E-06	0.002615	0.000753	0.002504	0.002504	0.002538
288	5258.374926	0.586557475	0.028529159	9.362023431	44.44297389	27.74429659	16.6000253	187.2198608	0.439821179	28.10989065	0.447333289	2.412281327	45.00908774	6.809654243	15.54073681	295	0	0	0	0	0	0	0	0.000262	0.000244	2.90E-05	-1.00E-06	2.40E-05	4.10E-05	-3.90E-05	1.20E-05	2.40E-05	0.00013975
289	6082.130923	0.753021482	0.028500235	9.799238451	24.9256973	10.23377938	0.909313894	91.65966176	0.246121819	11.46092631	0.303107771	1.1313997	30.64651305	5.38903324	9.526450737	296	0	0	0	0	0	0	0	4.00E-05	3.80E-05	8.00E-06	0	1.10E-05	1.40E-05	-9.00E-06	1.00E-05	1.10E-05	2.43E-05
290	6482.352649	0.669221073	0.013676455	7.15445444	46.64624483	3.090509095	28.98098532	232.5338965	0.336144122	7.891774271	0.37227975	0.744909676	22.84308095	9.759709894	10.82688586	297	3	3.2493	-8796.0347	4	0	31.18239793	3.62465	0.001055	0.001006	0.000165	0.000603	4.00E-06	0.000607	-7.40E-05	0.000603	0.000603	0.00070725
291	3510.136505	0.571530943	0.02519151	3.267066008	25.77213492	28.36738236	1.684657484	211.9013661	0.275914189	19.45668624	0.287342861	2.722350433	37.43871237	12.64590253	7.378068896	298	2	3.0796	-129.5335	3	0	49.49614497	3.0398	0.001644	0.000992	0.000653	2.90E-05	0.000897	0.00095	-0.000312	0.000897	0.000897	0.0010465
292	2998.837265	0.372687578	0.015195434	7.339866955	45.01005299	21.99378809	13.98387515	205.2191811	0.357350395	7.68849563	0.011231544	1.045553896	25.02102129	6.837923549	6.357354417	299	2	2.4309	-12512.5778	3	0	22.18114845	2.71545	0.000899	0.000748	0.000297	0.000409	0.000678	0.00069	-0.000128	0.000678	0.000678	0.0006555
293	4263.908862	0.689383441	0.02269413	5.407990528	11.2996185	21.52522208	2.852518689	199.6261004	0.284807188	22.78424804	0.262145148	3.060449842	46.61052321	15.78170729	12.9280465	300	0	0	0	0	0	0	0	0.000531	0.000508	2.40E-05	-1.00E-06	1.40E-05	2.60E-05	-2.50E-05	7.00E-06	1.40E-05	0.00026925
294	1876.899859	0.196841848	0.006023168	9.532057016	51.85706499	18.71219054	2.075495349	161.0134149	0.479598221	39.97944201	0.104595673	4.74281662	67.51325307	5.070215113	4.551372364	301	0	0	0	0	0	0	0	0.000106	0.000105	1.40E-05	-2.00E-06	3.50E-05	3.50E-05	-1.00E-05	3.30E-05	3.50E-05	6.50E-05
295	1685.070982	0.304373341	0.012635386	12.82476686	47.65635715	29.46614362	7.397750114	241.3893209	0.358201608	24.57917589	0.272668136	1.455099501	72.76933827	9.445368254	3.687191865	302	0	0	0	0	0	0	0	0.000373	0.000286	0.0001	-1.00E-06	7.80E-05	0.00013	-0.000124	4.10E-05	7.80E-05	0.00020925
296	6136.752953	0.70134062	0.014603341	12.72023158	10.52521735	26.23642482	14.80096559	159.9059394	0.146613957	14.4950838	0.267338516	0.458235293	24.98052124	6.209390335	12.27776166	303	0	0	0	0	0	0	0	0.000163	0.000157	1.10E-05	0	6.00E-06	1.10E-05	1.10E-05	4.00E-06	6.00E-06	8.42E-05
297	4332.940907	0.547388162	0.016241317	6.702405673	45.20143375	22.48208228	11.33833142	96.17848714	0.129001331	38.06969053	0.00592437	1.89758271	86.7806932	6.671657184	9.396733413	304	0	0	0	0	0	0	0	8.10E-05	8.10E-05	8.00E-06	-1.00E-06	1.20E-05	1.20E-05	-1.00E-06	1.20E-05	1.20E-05	4.55E-05
298	4120.822113	0.485569174	0.012991401	17.92736395	15.30728797	26.7521531	35.68181797	21.14507752	0.144692917	15.53099013	0.099062195	1.704144625	54.82408234	16.63828957	8.895588815	306	0	0	0	0	0	0	0	0.001109	0.001089	2.90E-05	0	1.40E-05	3.10E-05	2.90E-05	1.00E-05	1.40E-05	0.00056025
299	7292.71908	1.01403397	0.029407197	12.17773985	56.97445556	18.18132389	21.227536	49.50891907	0.473693292	26.26963912	0.377137876	4.829959503	55.426298	7.729613762	11.1760996	307	0	0	0	0	0	0	0	0.000695	0.000687	5.30E-05	-1.00E-06	5.90E-05	6.30E-05	-4.70E-05	4.20E-05	5.90E-05	0.0003735
300	3501.551378	0.442069073	0.020306899	10.96455123	36.60401925	9.323890504	14.77451562	249.6193278	0.281369357	11.91028594	0.454323788	1.633177388	32.54545735	9.931981317	10.25723376	309	0	0	0	0	0	0	0	0.001488	0.001427	6.10E-05	4.60E-05	3.30E-05	7.30E-05	-7.30E-05	-2.00E-06	4.60E-05	0.0007555
301	3966.345142	0.404830956	0.012577178	3.680484221	43.06788057	28.48869482	8.724735125	65.78754286	0.259644613	10.04143024	0.096587878	4.650564703	36.02846187	8.139268411	7.123057481	310	11	6.634	-4411.4546	14	0	39.76391874	10.317	0.004434	0.003915	0.001651	0.000641	0.002009	0.002011	6.80E-05	0.002009	0.002009	0.00300225
302	2481.205604	0.513913382	0.02175721	18.72999487	51.11653697	19.87009607	25.24037145	113.1144517	0.449877649	11.40265017	0.155021245	1.931358936	29.55585871	13.26232081	4.137265121	311	3	16.5799	-11441.7538	3	0	27.66358831	9.78995	0.003226	0.003121	0.00052	0.003274	4.00E-06	0.003296	0.000372	0.003274	0.003274	0.00253525
303	7785.69544	0.893584868	0.021813978	15.25145274	17.48998389	27.72418024	16.04910735	113.9891693	0.174347047	25.65549778	0.43125251	2.212116951	68.16883818	5.993764172	17.82831421	312	0	0	0	0	0	0	0	0.000192	0.000187	1.00E-05	0	6.00E-06	1.10E-05	1.00E-05	5.00E-06	6.00E-06	9.88E-05
304	7699.545347	0.895378459	0.028192453	19.46249485	34.36753198	24.66390073	14.56889944	139.8704952	0.282943357	18.02169587	0.282842382	1.082866565	68.00017207	9.85205632	17.80155192	313	0	0	0	0	0	0	0	0.000489	0.000492	6.00E-06	0	9.00E-06	9.00E-06	6.00E-06	7.00E-06	9.00E-06	0.000249
305	4187.213109	0.471521223	0.018852745	15.2173554	57.6815012	0.333730974	13.8135542	59.34752088	0.19184851	11.03509874	0.230260749	2.19699004	20.29872798	5.113754599	9.717737163	314	0	0	0	0	0	0	0	0.000328	0.000333	1.00E-05	3.00E-06	2.80E-05	2.80E-05	-1.00E-06	2.80E-05	2.80E-05	0.00017475
306	5132.873652	0.820382828	0.025149722	5.844711065	31.63649735	0.320986902	7.660175287	166.4473624	0.353817848	17.11151945	0.187632468	0.827565	41.36223357	13.75581359	15.51746025	315	0	0	0	0	0	0	0	0.000894	0.000873	0.000104	-5.00E-06	0.000111	0.000124	0.000104	6.90E-05	0.000111	0.0004955
307	6942.297234	0.987948323	0.027037276	4.091632468	26.18932306	15.35947955	6.625343318	127.7414434	0.165382883	31.03035443	0.257402435	3.513604619	86.50897965	8.39657313	12.73553575	316	0	0	0	0	0	0	0	0.000263	0.000252	2.50E-05	-1.00E-06	2.10E-05	2.90E-05	-2.50E-05	1.30E-05	2.10E-05	0.00014025
308	5774.015691	0.598448982	0.029226039	3.657650798	21.99679956	20.0101046	28.84584389	42.55520473	0.486187402	26.93393594	0.349384154	3.064293609	70.55632782	17.52491728	11.20005261	317	0	0	0	0	0	0	0	0.002415	0.002402	2.60E-05	2.20E-05	2.00E-06	3.10E-05	-3.00E-05	7.00E-06	2.20E-05	0.00121625
309	3727.20776	0.454763208	0.012714602	9.192148444	57.22184252	17.77492617	8.357069133	246.1017156	0.157601784	42.50667424	0.042931373	1.591284121	72.41325063	16.33039386	5.694421198	318	0	0	0	0	0	0	0	0.000353	0.000335	6.00E-05	-4.00E-06	6.50E-05	7.60E-05	6.00E-05	4.60E-05	6.50E-05	0.00020325
310	2106.059757	0.515577906	0.024188416	19.43635807	55.09249858	11.7166608	18.73660197	156.8402289	0.376210852	5.502010907	0.062083818	2.860164228	21.37891736	7.864833034	6.649714219	319	2	17.1638	-2511.1556	2	0	45.4758632	9.5819	0.002384	0.002266	0.000428	0.002423	6.30E-05	0.002437	0.000259	0.002423	0.002423	0.00187525
311	3012.319385	0.509360975	0.025357883	10.41888941	42.07245226	4.673422169	10.15358906	159.2166275	0.43518845	23.31399536	0.188462258	2.395569099	70.77029172	5.50798346	6.884288057	320	0	0	0	0	0	0	0	0.000233	0.000227	2.70E-05	-1.00E-06	4.90E-05	5.00E-05	-4.00E-06	4.90E-05	4.90E-05	0.000134
312	5687.310453	0.617049857	0.01896256	10.15529196	53.22283288	10.05866967	21.88116654	100.6329181	0.236556877	41.50976654	0.365860228	0.800482729	67.67591483	16.64551766	9.358171408	321	0	0	0	0	0	0	0	0.000209	0.000209	1.00E-05	0	1.80E-05	1.80E-05	0	1.80E-05	1.80E-05	0.0001115
313	3419.454884	0.460887546	0.01741127	17.65445367	54.04193006	15.05217029	2.883053256	74.02225187	0.408087474	30.18529934	0.423248634	2.386252008	52.54522092	12.24821231	5.635423275	322	0	0	0	0	0	0	0	0.00027	0.000227	6.00E-05	-2.00E-06	8.10E-05	8.30E-05	-1.90E-05	8.10E-05	8.10E-05	0.0001595
314	7212.161231	1.022445515	0.028969813	9.11349074	55.8830254	20.80964484	11.26003604	118.8254086	0.379333941	12.12668935	0.43845077	3.355077889	43.79904342	8.622684578	16.50753759	323	5	9.814	-13346.4301	5	0	26.09840698	7.407	0.001838	0.00175	0.000385	4.40E-05	0.001666	0.00168	0.000218	0.001666	0.001666	0.00140975
315	8678.743561	0.960674742	0.020375406	10.14503686	13.47551746	25.94861433	44.46928799	219.0174008	0.179131228	21.84940374	0.270604894	1.434609141	74.26234031	16.78890869	17.90169227	324	0	0	0	0	0	0	0	0.000741	0.000736	8.00E-06	1.00E-06	4.00E-06	9.00E-06	-9.00E-06	2.00E-06	4.00E-06	0.00037225
316	6834.894566	0.711776135	0.016315101	7.98962807	34.04406663	12.56750081	11.90077927	218.9977801	0.470879108	15.71440382	0.092611392	4.401299405	39.04849449	11.39394497	17.06054598	325	6	6.8386	496.4977	6	0	51.42817517	6.4193	0.003948	0.003917	0.000432	0	0.001734	0.001749	-0.000227	0.001734	0.001734	0.00250775
317	5542.50441	0.566264954	0.023090743	14.17511572	29.85240063	6.856554966	12.22037166	72.9019997	0.402717286	28.18660473	0.417929752	3.471567172	73.12911109	11.01049375	11.79488301	326	0	0	0	0	0	0	0	0.000611	0.000609	7.00E-06	0	1.60E-05	1.60E-05	1.00E-06	1.60E-05	1.60E-05	0.00031075
318	7336.265996	0.881560905	0.026878298	17.25172316	26.63649672	29.2776144	10.65747049	151.210925	0.477028031	18.54243102	0.088799908	4.241132737	40.60199479	8.732272005	21.70153633	327	0	0	0	0	0	0	0	0.001297	0.001249	5.10E-05	0	2.00E-05	5.60E-05	-5.40E-05	1.40E-05	2.00E-05	0.00065425
319	6197.862359	0.717002583	0.021114511	19.94890118	56.36599139	14.69582533	17.85128979	209.1581972	0.322902869	7.7333968	0.108559557	1.569451814	15.53882119	7.28772201	18.28645804	328	0	0	0	0	0	0	0	0.000751	0.000705	5.20E-05	5.50E-05	1.00E-05	7.10E-05	-7.00E-05	1.20E-05	5.50E-05	0.00039075
320	3625.647498	0.577299284	0.022983065	16.61733128	44.03139488	10.76186709	4.432211073	223.449292	0.127503788	17.91816632	0.445825429	3.129625962	49.47841022	8.381053817	6.26522149	329	1	3.7991	-4240.3798	1	0	40.38105186	2.39955	0.000572	0.000504	0.000123	-3.00E-06	0.000736	0.000736	-6.00E-06	0.000736	0.000736	0.00048375
321	992.4344171	0.144733672	0.004933369	8.246643532	14.01393921	20.39156491	4.012058349	149.1588081	0.388387835	8.696310064	0.496360508	1.956825535	19.17883263	10.79634489	3.063063115	330	2	1.991	-556.036	2	0	45.9417829	1.9955	0.00365	0.003474	0.000194	-5.00E-06	0.001597	0.001599	-8.80E-05	0.001597	0.001597	0.00222875
322	7915.270306	0.92022165	0.027386224	3.850273054	58.79594398	20.94507154	34.61642938	235.4495909	0.222246128	25.24955419	0.219364941	4.274298295	76.83678719	12.95966121	19.26521216	331	1	2.8929	6865.6991	2	0	61.67977391	2.44645	0.002057	0.001984	0.00048	0.000409	0.000137	0.000485	0.00048	7.10E-05	0.000409	0.0012325
323	1745.167577	0.363819131	0.017802496	12.96485759	34.15855339	28.92227455	15.41243547	47.90055323	0.348658339	7.050008951	0.301661425	0.384941776	19.03022413	9.33846537	3.822963919	332	0	0	0	0	0	0	0	0.000599	0.000532	7.20E-05	2.60E-05	1.50E-05	8.00E-05	-7.80E-05	1.40E-05	2.60E-05	0.00030725
324	3796.431788	0.418995799	0.011475063	3.570856423	44.95171295	27.51168396	1.801758769	206.1580737	0.483160324	17.37164424	0.1866239	1.85234114	49.52370914	7.8305217	10.74580336	333	2	2.5316	-1268.4389	3	0	47.18001714	2.7658	0.000699	0.000672	0.000269	2.40E-05	0.000587	0.000601	-0.000129	0.000587	0.000587	0.00055675
325	1351.226294	0.262982372	0.009507254	18.28132495	32.20212714	4.871394969	1.291139811	179.0793133	0.428731734	29.78945858	0.436307455	0.252822085	66.03350597	13.85672304	2.724722337	334	0	0	0	0	0	0	0	2.30E-05	4.30E-05	2.80E-05	4.00E-06	6.10E-05	6.30E-05	1.50E-05	6.10E-05	6.10E-05	3.88E-05
326	8175.396946	1.015900786	0.023661631	9.844865533	41.48971584	6.113672926	20.14994777	126.1290937	0.355891524	24.26074822	0.452109752	4.386026736	64.66231841	9.548180418	12.36491843	335	0	0	0	0	0	0	0	0.001123	0.001118	2.60E-05	-1.00E-06	3.50E-05	3.60E-05	-1.20E-05	3.40E-05	3.50E-05	0.0005755
327	5953.183126	0.816817427	0.022954051	5.699377182	54.88688064	29.90296302	7.515081361	79.98034042	0.224295166	34.52923023	0.380334169	1.2003553	62.71359907	6.731194319	18.76349153	336	0	0	0	0	0	0	0	7.50E-05	7.20E-05	1.20E-05	0	1.00E-05	1.40E-05	1.20E-05	7.00E-06	1.00E-05	4.23E-05
328	1384.429667	0.160990083	0.006132262	8.974711584	22.47641579	2.315961665	2.70059058	139.0173764	0.173560761	15.23659835	0.556741579	1.379845426	59.75507027	9.734825774	4.257362111	337	0	0	0	0	0	0	0	0.000418	0.000379	4.50E-05	-1.00E-06	6.80E-05	6.90E-05	-3.40E-05	6.00E-05	6.80E-05	0.0002275
329	2471.291169	0.48188357	0.022420615	6.417187195	47.55851114	14.16042869	29.04815384	110.4453056	0.377164297	28.19138799	0.435905289	3.755778842	66.68577608	17.59922518	7.005157874	338	0	0	0	0	0	0	0	0.002632	0.002532	0.000208	9.60E-05	0.000106	0.000209	0.000208	1.50E-05	0.000106	0.0013695
330	4447.717043	0.696947644	0.023457676	6.32762728	34.16200722	21.36196602	30.63542117	140.8237836	0.388807044	7.249026443	0.314954482	2.9985023	17.03402553	10.55269126	7.841875777	339	1	3.8241	-8358.7589	1	0	25.51509102	2.41205	0.001047	0.000921	0.000146	0.00092	4.00E-06	0.00092	-2.80E-05	0.00092	0.00092	0.0007585
331	1448.910578	0.223204658	0.007115903	13.04516214	23.14189097	12.19186836	26.1129885	241.5555712	0.325286554	17.03319624	0.092126892	3.425780227	44.46581936	12.70719425	3.10799196	340	0	0	0	0	0	0	0	0.00296	0.002832	0.00013	4.50E-05	1.80E-05	0.000141	-0.00014	1.70E-05	4.50E-05	0.00149175
332	3574.358812	0.49794982	0.016334529	16.48755808	39.42086874	0.450213689	8.324847573	104.3953916	0.150506464	18.70144806	0.005508271	4.125963496	54.09008959	9.888000834	7.840460093	341	0	0	0	0	0	0	0	0.0011	0.001062	4.30E-05	-1.00E-06	6.40E-05	6.50E-05	-3.40E-05	5.50E-05	6.40E-05	0.00056725
333	7557.791786	0.887476896	0.029266837	19.48610283	15.97839178	24.24487725	5.688256583	76.12296319	0.440549814	14.36224614	0.464697349	2.346253598	27.86978523	8.284210828	17.14577736	342	0	0	0	0	0	0	0	0.000866	0.000859	1.30E-05	0	9.00E-06	1.40E-05	1.30E-05	7.00E-06	9.00E-06	0.00043675
334	7263.166987	0.832402235	0.025608199	3.87405934	18.83040111	29.07658388	37.70158653	65.43400427	0.318471038	28.11457238	0.215987356	4.967173789	66.70054697	15.77434745	12.39009665	343	0	0	0	0	0	0	0	0.002705	0.002676	3.00E-05	1.70E-05	0	3.20E-05	-3.20E-05	-1.00E-06	1.70E-05	0.001357
335	4025.620154	0.769325751	0.026978665	19.49772092	10.40327607	8.045665406	14.79743586	106.8001888	0.151469985	22.46871479	0.44486465	0.591908516	77.89531245	8.75114463	10.23457273	344	0	0	0	0	0	0	0	0.000159	0.000152	1.10E-05	0	2.10E-05	2.20E-05	-1.00E-05	2.00E-05	2.10E-05	8.58E-05
336	5186.717397	0.642085987	0.027838338	7.493385385	53.02593052	7.643061032	29.28838469	112.339257	0.313476315	26.83783253	0.323186373	3.088127782	57.44030749	14.37977725	11.76045188	345	0	0	0	0	0	0	0	0.001482	0.001452	8.80E-05	4.90E-05	4.80E-05	8.80E-05	8.80E-05	6.00E-06	4.90E-05	0.00076775
337	4647.981104	0.740200212	0.027944661	14.82134154	41.12158752	23.97401052	19.08355878	139.8642727	0.275845231	44.66088462	0.580478927	3.512908491	82.99318839	8.803105478	11.53545598	346	0	0	0	0	0	0	0	0.000169	0.000169	3.00E-06	-1.00E-06	1.40E-05	1.40E-05	0	1.40E-05	1.40E-05	8.88E-05
338	5201.214266	0.563498054	0.012862802	12.68479428	32.50050048	12.27962733	19.90268781	204.6296157	0.413487783	12.35299409	0.105782383	0.756297891	22.98487622	14.76532183	8.709380596	347	1	3.064	6335.522	1	0	69.48787325	2.032	0.00151	0.001456	5.50E-05	0.000754	6.00E-06	0.000756	-5.90E-05	0.000754	0.000754	0.00094375
339	2829.005441	0.406601703	0.019236445	5.813183091	50.37743703	6.17202855	23.80702196	7.683535034	0.184877458	5.976428283	0.336866397	0.29879296	20.17366003	8.981266765	4.433735612	348	0	0	0	0	0	0	0	0.000366	0.000353	3.30E-05	3.70E-05	6.00E-06	4.70E-05	-4.10E-05	2.20E-05	3.70E-05	0.00019725
340	4064.009495	0.407818589	0.01523515	19.13112099	15.14679976	26.89311156	39.67367982	55.07355806	0.475262899	40.1510357	0.189960218	4.877889033	65.34974813	16.89683149	11.49539289	349	0	0	0	0	0	0	0	0.001647	0.001635	2.20E-05	0	1.50E-05	2.40E-05	2.20E-05	1.10E-05	1.50E-05	0.00082975
341	3017.123669	0.556869302	0.019726034	15.89655063	57.7541505	27.49213834	28.79627953	230.2983495	0.467020818	9.346500256	0.269199324	0.750633274	29.74005112	13.60094853	6.369410566	350	1	15.55	-13262.2206	1	0	27.05475471	8.275	0.002178	0.001507	0.000799	0.00217	1.00E-06	0.00223	0.000515	0.00217	0.00217	0.0016635
342	4517.296457	0.635597242	0.028114371	19.35478253	54.15417579	2.10313875	0.965294818	215.0458819	0.161963768	6.199402006	0.441766769	4.968217937	19.51924845	5.778626941	6.664530013	351	4	25.3175	-1089.7713	5	0	47.98538142	15.15875	0.000916	0.0008	0.000386	0.000641	0.004175	0.004181	-0.000218	0.004175	0.004175	0.00156925
343	4785.959735	0.605860576	0.023480406	14.57170333	57.57517728	24.72099378	18.91980298	154.3775163	0.379126206	38.52615003	0.201199759	2.192113823	65.80286002	8.448787055	10.76769744	352	0	0	0	0	0	0	0	0.000176	0.00017	1.50E-05	-1.00E-06	2.50E-05	2.50E-05	-2.00E-06	2.50E-05	2.50E-05	9.65E-05
344	7539.862018	0.895963669	0.027328017	11.26352377	28.54982049	24.79797459	15.81946411	17.03800857	0.126565393	39.49567772	0.208595366	1.37959003	70.03504548	12.39268202	13.99449752	353	0	0	0	0	0	0	0	0.000152	0.000153	8.00E-06	1.00E-06	4.00E-06	8.00E-06	8.00E-06	3.00E-06	4.00E-06	7.93E-05
345	3636.624585	0.437572325	0.012658341	17.65930281	32.17584391	8.592726616	2.912076425	33.00327683	0.348704877	11.27544693	0.542061386	0.473414891	18.73130569	9.162046044	10.30720503	354	0	0	0	0	0	0	0	0.000155	0.000158	1.60E-05	1.00E-06	2.00E-05	2.40E-05	-1.90E-05	1.40E-05	2.00E-05	8.73E-05
346	3928.12868	0.51684918	0.022213965	8.216812538	35.6841664	16.63182933	6.033208847	133.398402	0.194618845	22.48662486	0.376745961	0.712627022	57.66463889	13.12049595	8.292654254	355	0	0	0	0	0	0	0	0.000289	0.00027	3.70E-05	-2.00E-06	4.50E-05	4.80E-05	-3.70E-05	3.00E-05	4.50E-05	0.00016025
347	4609.349252	0.500898191	0.023187425	18.01237128	57.70533101	10.51306136	14.17811315	52.07887488	0.24794181	5.279866361	0.505371407	1.955128991	11.92246518	6.797091256	11.27546924	356	0	0	0	0	0	0	0	0.000636	0.000627	2.50E-05	5.00E-06	4.10E-05	4.80E-05	-3.20E-05	3.50E-05	4.10E-05	0.00033225
348	4193.817025	0.558923465	0.019657884	7.030101053	47.93743187	7.815972168	11.31890558	209.069958	0.234078872	28.74087262	0.510988016	4.679731821	68.25330341	17.08545692	7.942551973	357	8	5.7958	-10896.3299	8	0	27.27777359	6.8979	0.003024	0.002989	0.000401	-1.00E-05	0.001092	0.001112	0.000209	0.001092	0.001092	0.0018765
349	3756.200652	0.667583356	0.028577628	14.35507931	38.9109976	25.02968062	42.19782706	34.76398917	0.18096931	35.54698043	0.377293887	3.787866551	59.57517479	15.41905592	7.686319379	358	0	0	0	0	0	0	0	0.001264	0.001262	1.70E-05	5.00E-06	1.00E-05	2.00E-05	-1.80E-05	9.00E-06	1.00E-05	0.00063825
350	5065.091717	0.679706497	0.028755792	17.03465606	23.75733363	22.1266976	9.378503521	148.2351687	0.358156448	26.13460397	0.031452949	2.085541432	76.35657497	7.606116063	9.899675124	359	0	0	0	0	0	0	0	0.000176	0.000176	1.40E-05	0	1.20E-05	1.70E-05	-1.40E-05	9.00E-06	1.20E-05	9.45E-05
351	6613.643412	0.790591864	0.022401504	18.50871016	28.42217649	14.35603184	0.119888906	43.34564103	0.379516194	13.48524452	0.399936478	2.445730477	39.40137977	10.17606519	20.34665269	360	0	0	0	0	0	0	0	1.30E-05	9.00E-06	7.00E-06	-1.00E-06	1.40E-05	1.50E-05	-8.00E-06	1.20E-05	1.40E-05	1.08E-05
352	2710.306622	0.273117896	0.012235801	16.39888187	47.43329853	2.421087708	12.43107305	175.7668391	0.177473087	39.99693045	0.480312639	3.692832001	72.27809886	9.895507845	6.895810956	361	0	0	0	0	0	0	0	0.000242	0.000235	1.40E-05	0	4.30E-05	4.30E-05	-4.00E-06	4.30E-05	4.30E-05	0.0001335
353	1519.204241	0.169809491	0.005748958	19.12926077	18.8581986	29.24131598	25.89120482	41.83794225	0.170280872	24.16010321	0.25884035	2.91738878	49.39780752	10.38812449	4.221187236	362	0	0	0	0	0	0	0	0.001032	0.001007	5.80E-05	1.00E-06	4.40E-05	6.60E-05	5.80E-05	3.00E-05	4.40E-05	0.00053525
354	1691.034709	0.378606574	0.018587037	3.734029539	22.61554894	14.31110736	9.140280591	97.77701688	0.213983283	14.55841351	0.374336106	0.804156672	57.44678252	13.28201738	5.443697437	363	0	0	0	0	0	0	0	0.00121	0.001175	0.000124	-4.00E-06	9.30E-05	0.000137	0.000124	5.90E-05	9.30E-05	0.0006505
355	2815.338134	0.39504473	0.017786429	6.229382804	14.14456132	15.76165352	0.346059066	110.4365147	0.20181666	19.2585375	0.130088123	3.311614463	34.12973787	11.65619368	4.70852081	364	0	0	0	0	0	0	0	6.20E-05	2.50E-05	4.20E-05	2.00E-06	2.10E-05	4.40E-05	4.20E-05	1.30E-05	2.10E-05	3.75E-05
356	3940.110719	0.501136471	0.011392475	13.19449962	27.1827769	9.054978589	13.74374918	59.04500203	0.472807333	11.85711999	0.088372175	2.091507767	21.64295617	7.020542113	6.942641866	365	0	0	0	0	0	0	0	0.001102	0.0011	1.50E-05	6.00E-06	1.20E-05	2.50E-05	-2.40E-05	9.00E-06	1.20E-05	0.00055725
